Email,Дисципліна,Оцінка,Семестр,Вид контролю
"r.pavlenko@khpi.edu.ua","Англійська мова (2 семестр)",75,2,"Лабораторна робота 3"
"r.pavlenko@khpi.edu.ua","Англійська мова (2 семестр)",89,2,"Модульний контроль 1"
"r.pavlenko@khpi.edu.ua","Англійська мова (2 семестр)",80,2,"Лабораторна робота 1"
"r.pavlenko@khpi.edu.ua","Англійська мова (2 семестр)",69,2,"Лабораторна робота 2"
"r.pavlenko@khpi.edu.ua","Англійська мова (2 семестр)",84,2,"Залік"
"r.pavlenko@khpi.edu.ua","Бази даних",90,3,"Модульний контроль 2"
"r.pavlenko@khpi.edu.ua","Бази даних",86,3,"Лабораторна робота 2"
"r.pavlenko@khpi.edu.ua","Бази даних",91,3,"Модульний контроль 1"
"r.pavlenko@khpi.edu.ua","Бази даних",82,3,"Лабораторна робота 4"
"r.pavlenko@khpi.edu.ua","Бази даних",72,3,"Лабораторна робота 3"
"r.pavlenko@khpi.edu.ua","Бази даних",85,3,"Екзамен"
"r.pavlenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",80,3,"Модульний контроль 1"
"r.pavlenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",74,3,"Лабораторна робота 2"
"r.pavlenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",77,3,"Модульний контроль 2"
"r.pavlenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",69,3,"Лабораторна робота 1"
"r.pavlenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",69,3,"Екзамен"
"r.pavlenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",74,3,"Модульний контроль 1"
"r.pavlenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",73,3,"Лабораторна робота 2"
"r.pavlenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",81,3,"Модульний контроль 2"
"r.pavlenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",76,3,"Екзамен"
"r.pavlenko@khpi.edu.ua","Операційні системи",80,3,"Лабораторна робота 3"
"r.pavlenko@khpi.edu.ua","Операційні системи",71,3,"Лабораторна робота 1"
"r.pavlenko@khpi.edu.ua","Операційні системи",78,3,"Модульний контроль 2"
"r.pavlenko@khpi.edu.ua","Операційні системи",81,3,"Лабораторна робота 2"
"r.pavlenko@khpi.edu.ua","Операційні системи",75,3,"Екзамен"
"s.sydorenko@khpi.edu.ua","Основи програмування",65,1,"Лабораторна робота 4"
"s.sydorenko@khpi.edu.ua","Основи програмування",64,1,"Лабораторна робота 3"
"s.sydorenko@khpi.edu.ua","Основи програмування",60,1,"Лабораторна робота 1"
"s.sydorenko@khpi.edu.ua","Основи програмування",64,1,"Лабораторна робота 2"
"s.sydorenko@khpi.edu.ua","Основи програмування",60,1,"Модульний контроль 1"
"s.sydorenko@khpi.edu.ua","Основи програмування",64,1,"Екзамен"
"s.sydorenko@khpi.edu.ua","Вища математика",70,1,"Модульний контроль 1"
"s.sydorenko@khpi.edu.ua","Вища математика",60,1,"Лабораторна робота 1"
"s.sydorenko@khpi.edu.ua","Вища математика",66,1,"Лабораторна робота 2"
"s.sydorenko@khpi.edu.ua","Вища математика",61,1,"Екзамен"
"s.sydorenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",60,1,"Модульний контроль 1"
"s.sydorenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",60,1,"Лабораторна робота 2"
"s.sydorenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",61,1,"Лабораторна робота 4"
"s.sydorenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",60,1,"Модульний контроль 2"
"s.sydorenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",60,1,"Екзамен"
"s.sydorenko@khpi.edu.ua","Англійська мова (1 семестр)",65,1,"Модульний контроль 1"
"s.sydorenko@khpi.edu.ua","Англійська мова (1 семестр)",68,1,"Лабораторна робота 3"
"s.sydorenko@khpi.edu.ua","Англійська мова (1 семестр)",72,1,"Лабораторна робота 4"
"s.sydorenko@khpi.edu.ua","Англійська мова (1 семестр)",68,1,"Залік"
"s.sydorenko@khpi.edu.ua","Фізика",63,1,"Лабораторна робота 1"
"s.sydorenko@khpi.edu.ua","Фізика",60,1,"Лабораторна робота 2"
"s.sydorenko@khpi.edu.ua","Фізика",60,1,"Модульний контроль 2"
"s.sydorenko@khpi.edu.ua","Фізика",60,1,"Екзамен"
"s.sydorenko@khpi.edu.ua","Вступ до ІТ",69,1,"Модульний контроль 1"
"s.sydorenko@khpi.edu.ua","Вступ до ІТ",60,1,"Лабораторна робота 2"
"s.sydorenko@khpi.edu.ua","Вступ до ІТ",60,1,"Лабораторна робота 1"
"s.sydorenko@khpi.edu.ua","Вступ до ІТ",60,1,"Залік"
"s.sydorenko@khpi.edu.ua","Дискретна математика",60,2,"Лабораторна робота 3"
"s.sydorenko@khpi.edu.ua","Дискретна математика",60,2,"Лабораторна робота 1"
"s.sydorenko@khpi.edu.ua","Дискретна математика",67,2,"Лабораторна робота 2"
"s.sydorenko@khpi.edu.ua","Дискретна математика",60,2,"Екзамен"
"s.sydorenko@khpi.edu.ua","Архітектура комп'ютерів",60,2,"Лабораторна робота 4"
"s.sydorenko@khpi.edu.ua","Архітектура комп'ютерів",65,2,"Лабораторна робота 3"
"s.sydorenko@khpi.edu.ua","Архітектура комп'ютерів",74,2,"Модульний контроль 2"
"s.sydorenko@khpi.edu.ua","Архітектура комп'ютерів",67,2,"Модульний контроль 1"
"s.sydorenko@khpi.edu.ua","Архітектура комп'ютерів",70,2,"Екзамен"
"s.sydorenko@khpi.edu.ua","Алгоритми та структури даних",66,2,"Лабораторна робота 2"
"s.sydorenko@khpi.edu.ua","Алгоритми та структури даних",61,2,"Лабораторна робота 4"
"s.sydorenko@khpi.edu.ua","Алгоритми та структури даних",60,2,"Модульний контроль 2"
"s.sydorenko@khpi.edu.ua","Алгоритми та структури даних",63,2,"Лабораторна робота 3"
"s.sydorenko@khpi.edu.ua","Алгоритми та структури даних",64,2,"Лабораторна робота 1"
"s.sydorenko@khpi.edu.ua","Алгоритми та структури даних",65,2,"Екзамен"
"s.sydorenko@khpi.edu.ua","Англійська мова (2 семестр)",60,2,"Лабораторна робота 2"
"s.sydorenko@khpi.edu.ua","Англійська мова (2 семестр)",60,2,"Лабораторна робота 1"
"s.sydorenko@khpi.edu.ua","Англійська мова (2 семестр)",63,2,"Модульний контроль 2"
"s.sydorenko@khpi.edu.ua","Англійська мова (2 семестр)",72,2,"Залік"
"s.sydorenko@khpi.edu.ua","Бази даних",60,3,"Лабораторна робота 2"
"s.sydorenko@khpi.edu.ua","Бази даних",68,3,"Лабораторна робота 4"
"s.sydorenko@khpi.edu.ua","Бази даних",67,3,"Модульний контроль 2"
"s.sydorenko@khpi.edu.ua","Бази даних",60,3,"Лабораторна робота 1"
"s.sydorenko@khpi.edu.ua","Бази даних",65,3,"Екзамен"
"s.sydorenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",68,3,"Лабораторна робота 1"
"s.sydorenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",60,3,"Модульний контроль 1"
"s.sydorenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",76,3,"Лабораторна робота 3"
"s.sydorenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",66,3,"Лабораторна робота 2"
"s.sydorenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",61,3,"Лабораторна робота 4"
"s.sydorenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",60,3,"Екзамен"
"s.sydorenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",65,3,"Лабораторна робота 3"
"s.sydorenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",63,3,"Модульний контроль 1"
"s.sydorenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",69,3,"Лабораторна робота 2"
"s.sydorenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",60,3,"Модульний контроль 2"
"s.sydorenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",60,3,"Екзамен"
"s.sydorenko@khpi.edu.ua","Операційні системи",65,3,"Модульний контроль 1"
"s.sydorenko@khpi.edu.ua","Операційні системи",60,3,"Лабораторна робота 4"
"s.sydorenko@khpi.edu.ua","Операційні системи",60,3,"Модульний контроль 2"
"s.sydorenko@khpi.edu.ua","Операційні системи",60,3,"Екзамен"
"d.dyachenko@khpi.edu.ua","Основи програмування",81,1,"Лабораторна робота 3"
"d.dyachenko@khpi.edu.ua","Основи програмування",73,1,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Основи програмування",65,1,"Модульний контроль 2"
"d.dyachenko@khpi.edu.ua","Основи програмування",80,1,"Модульний контроль 1"
"d.dyachenko@khpi.edu.ua","Основи програмування",78,1,"Екзамен"
"d.dyachenko@khpi.edu.ua","Вища математика",94,1,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Вища математика",92,1,"Модульний контроль 1"
"d.dyachenko@khpi.edu.ua","Вища математика",81,1,"Лабораторна робота 3"
"d.dyachenko@khpi.edu.ua","Вища математика",88,1,"Лабораторна робота 4"
"d.dyachenko@khpi.edu.ua","Вища математика",88,1,"Екзамен"
"d.dyachenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",100,1,"Модульний контроль 1"
"d.dyachenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",85,1,"Лабораторна робота 2"
"d.dyachenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",85,1,"Лабораторна робота 3"
"d.dyachenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",94,1,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",100,1,"Модульний контроль 2"
"d.dyachenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",97,1,"Екзамен"
"d.dyachenko@khpi.edu.ua","Англійська мова (1 семестр)",83,1,"Лабораторна робота 3"
"d.dyachenko@khpi.edu.ua","Англійська мова (1 семестр)",82,1,"Модульний контроль 2"
"d.dyachenko@khpi.edu.ua","Англійська мова (1 семестр)",87,1,"Лабораторна робота 4"
"d.dyachenko@khpi.edu.ua","Англійська мова (1 семестр)",85,1,"Лабораторна робота 2"
"d.dyachenko@khpi.edu.ua","Англійська мова (1 семестр)",70,1,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Англійська мова (1 семестр)",83,1,"Залік"
"d.dyachenko@khpi.edu.ua","Фізика",86,1,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Фізика",73,1,"Модульний контроль 1"
"d.dyachenko@khpi.edu.ua","Фізика",75,1,"Лабораторна робота 3"
"d.dyachenko@khpi.edu.ua","Фізика",84,1,"Лабораторна робота 4"
"d.dyachenko@khpi.edu.ua","Фізика",82,1,"Екзамен"
"d.dyachenko@khpi.edu.ua","Вступ до ІТ",86,1,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Вступ до ІТ",66,1,"Лабораторна робота 2"
"d.dyachenko@khpi.edu.ua","Вступ до ІТ",70,1,"Модульний контроль 2"
"d.dyachenko@khpi.edu.ua","Вступ до ІТ",77,1,"Лабораторна робота 3"
"d.dyachenko@khpi.edu.ua","Вступ до ІТ",75,1,"Модульний контроль 1"
"d.dyachenko@khpi.edu.ua","Вступ до ІТ",78,1,"Залік"
"d.dyachenko@khpi.edu.ua","Дискретна математика",85,2,"Модульний контроль 1"
"d.dyachenko@khpi.edu.ua","Дискретна математика",87,2,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Дискретна математика",91,2,"Лабораторна робота 4"
"d.dyachenko@khpi.edu.ua","Дискретна математика",88,2,"Модульний контроль 2"
"d.dyachenko@khpi.edu.ua","Дискретна математика",90,2,"Лабораторна робота 2"
"d.dyachenko@khpi.edu.ua","Дискретна математика",95,2,"Екзамен"
"d.dyachenko@khpi.edu.ua","Архітектура комп'ютерів",64,2,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Архітектура комп'ютерів",60,2,"Лабораторна робота 3"
"d.dyachenko@khpi.edu.ua","Архітектура комп'ютерів",65,2,"Модульний контроль 2"
"d.dyachenko@khpi.edu.ua","Архітектура комп'ютерів",61,2,"Екзамен"
"d.dyachenko@khpi.edu.ua","Алгоритми та структури даних",81,2,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Алгоритми та структури даних",80,2,"Модульний контроль 1"
"d.dyachenko@khpi.edu.ua","Алгоритми та структури даних",64,2,"Лабораторна робота 4"
"d.dyachenko@khpi.edu.ua","Алгоритми та структури даних",77,2,"Екзамен"
"d.dyachenko@khpi.edu.ua","Англійська мова (2 семестр)",85,2,"Лабораторна робота 2"
"d.dyachenko@khpi.edu.ua","Англійська мова (2 семестр)",85,2,"Лабораторна робота 4"
"d.dyachenko@khpi.edu.ua","Англійська мова (2 семестр)",79,2,"Модульний контроль 1"
"d.dyachenko@khpi.edu.ua","Англійська мова (2 семестр)",67,2,"Модульний контроль 2"
"d.dyachenko@khpi.edu.ua","Англійська мова (2 семестр)",68,2,"Лабораторна робота 3"
"d.dyachenko@khpi.edu.ua","Англійська мова (2 семестр)",65,2,"Залік"
"d.dyachenko@khpi.edu.ua","Бази даних",83,3,"Лабораторна робота 4"
"d.dyachenko@khpi.edu.ua","Бази даних",78,3,"Лабораторна робота 3"
"d.dyachenko@khpi.edu.ua","Бази даних",83,3,"Лабораторна робота 2"
"d.dyachenko@khpi.edu.ua","Бази даних",77,3,"Екзамен"
"d.dyachenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",65,3,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",74,3,"Лабораторна робота 3"
"d.dyachenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",72,3,"Модульний контроль 2"
"d.dyachenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",72,3,"Екзамен"
"d.dyachenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",98,3,"Лабораторна робота 2"
"d.dyachenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",96,3,"Модульний контроль 2"
"d.dyachenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",80,3,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",93,3,"Екзамен"
"d.dyachenko@khpi.edu.ua","Операційні системи",78,3,"Лабораторна робота 3"
"d.dyachenko@khpi.edu.ua","Операційні системи",84,3,"Лабораторна робота 1"
"d.dyachenko@khpi.edu.ua","Операційні системи",75,3,"Модульний контроль 1"
"d.dyachenko@khpi.edu.ua","Операційні системи",70,3,"Екзамен"
"v.boyko@khpi.edu.ua","Основи програмування",77,1,"Модульний контроль 2"
"v.boyko@khpi.edu.ua","Основи програмування",81,1,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Основи програмування",75,1,"Лабораторна робота 4"
"v.boyko@khpi.edu.ua","Основи програмування",82,1,"Екзамен"
"v.boyko@khpi.edu.ua","Вища математика",84,1,"Лабораторна робота 2"
"v.boyko@khpi.edu.ua","Вища математика",82,1,"Модульний контроль 1"
"v.boyko@khpi.edu.ua","Вища математика",85,1,"Лабораторна робота 3"
"v.boyko@khpi.edu.ua","Вища математика",66,1,"Екзамен"
"v.boyko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",69,1,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",70,1,"Лабораторна робота 3"
"v.boyko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",79,1,"Модульний контроль 2"
"v.boyko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",76,1,"Екзамен"
"v.boyko@khpi.edu.ua","Англійська мова (1 семестр)",78,1,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Англійська мова (1 семестр)",77,1,"Модульний контроль 2"
"v.boyko@khpi.edu.ua","Англійська мова (1 семестр)",82,1,"Лабораторна робота 2"
"v.boyko@khpi.edu.ua","Англійська мова (1 семестр)",81,1,"Модульний контроль 1"
"v.boyko@khpi.edu.ua","Англійська мова (1 семестр)",76,1,"Залік"
"v.boyko@khpi.edu.ua","Фізика",84,1,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Фізика",82,1,"Лабораторна робота 2"
"v.boyko@khpi.edu.ua","Фізика",90,1,"Лабораторна робота 4"
"v.boyko@khpi.edu.ua","Фізика",86,1,"Екзамен"
"v.boyko@khpi.edu.ua","Вступ до ІТ",80,1,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Вступ до ІТ",80,1,"Лабораторна робота 4"
"v.boyko@khpi.edu.ua","Вступ до ІТ",71,1,"Модульний контроль 2"
"v.boyko@khpi.edu.ua","Вступ до ІТ",79,1,"Лабораторна робота 2"
"v.boyko@khpi.edu.ua","Вступ до ІТ",84,1,"Лабораторна робота 3"
"v.boyko@khpi.edu.ua","Вступ до ІТ",86,1,"Залік"
"v.boyko@khpi.edu.ua","Дискретна математика",87,2,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Дискретна математика",72,2,"Модульний контроль 1"
"v.boyko@khpi.edu.ua","Дискретна математика",86,2,"Модульний контроль 2"
"v.boyko@khpi.edu.ua","Дискретна математика",78,2,"Лабораторна робота 4"
"v.boyko@khpi.edu.ua","Дискретна математика",85,2,"Лабораторна робота 2"
"v.boyko@khpi.edu.ua","Дискретна математика",80,2,"Екзамен"
"v.boyko@khpi.edu.ua","Архітектура комп'ютерів",71,2,"Модульний контроль 2"
"v.boyko@khpi.edu.ua","Архітектура комп'ютерів",82,2,"Лабораторна робота 2"
"v.boyko@khpi.edu.ua","Архітектура комп'ютерів",69,2,"Лабораторна робота 3"
"v.boyko@khpi.edu.ua","Архітектура комп'ютерів",84,2,"Лабораторна робота 4"
"v.boyko@khpi.edu.ua","Архітектура комп'ютерів",71,2,"Екзамен"
"v.boyko@khpi.edu.ua","Алгоритми та структури даних",70,2,"Лабораторна робота 2"
"v.boyko@khpi.edu.ua","Алгоритми та структури даних",69,2,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Алгоритми та структури даних",72,2,"Модульний контроль 2"
"v.boyko@khpi.edu.ua","Алгоритми та структури даних",71,2,"Лабораторна робота 4"
"v.boyko@khpi.edu.ua","Алгоритми та структури даних",80,2,"Модульний контроль 1"
"v.boyko@khpi.edu.ua","Алгоритми та структури даних",73,2,"Екзамен"
"v.boyko@khpi.edu.ua","Англійська мова (2 семестр)",77,2,"Лабораторна робота 4"
"v.boyko@khpi.edu.ua","Англійська мова (2 семестр)",75,2,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Англійська мова (2 семестр)",82,2,"Лабораторна робота 2"
"v.boyko@khpi.edu.ua","Англійська мова (2 семестр)",74,2,"Залік"
"v.boyko@khpi.edu.ua","Бази даних",65,3,"Лабораторна робота 3"
"v.boyko@khpi.edu.ua","Бази даних",84,3,"Лабораторна робота 2"
"v.boyko@khpi.edu.ua","Бази даних",75,3,"Модульний контроль 2"
"v.boyko@khpi.edu.ua","Бази даних",82,3,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Бази даних",71,3,"Екзамен"
"v.boyko@khpi.edu.ua","Об'єктно-орієнтоване програмування",71,3,"Лабораторна робота 3"
"v.boyko@khpi.edu.ua","Об'єктно-орієнтоване програмування",79,3,"Модульний контроль 1"
"v.boyko@khpi.edu.ua","Об'єктно-орієнтоване програмування",72,3,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Об'єктно-орієнтоване програмування",87,3,"Екзамен"
"v.boyko@khpi.edu.ua","Теорія ймовірностей та математична статистика",66,3,"Лабораторна робота 2"
"v.boyko@khpi.edu.ua","Теорія ймовірностей та математична статистика",81,3,"Модульний контроль 2"
"v.boyko@khpi.edu.ua","Теорія ймовірностей та математична статистика",69,3,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Теорія ймовірностей та математична статистика",71,3,"Лабораторна робота 3"
"v.boyko@khpi.edu.ua","Теорія ймовірностей та математична статистика",66,3,"Екзамен"
"v.boyko@khpi.edu.ua","Операційні системи",73,3,"Лабораторна робота 1"
"v.boyko@khpi.edu.ua","Операційні системи",83,3,"Модульний контроль 1"
"v.boyko@khpi.edu.ua","Операційні системи",81,3,"Лабораторна робота 3"
"v.boyko@khpi.edu.ua","Операційні системи",75,3,"Екзамен"
"m.ponomarenko@khpi.edu.ua","Основи програмування",71,1,"Лабораторна робота 1"
"m.ponomarenko@khpi.edu.ua","Основи програмування",77,1,"Модульний контроль 1"
"m.ponomarenko@khpi.edu.ua","Основи програмування",76,1,"Модульний контроль 2"
"m.ponomarenko@khpi.edu.ua","Основи програмування",67,1,"Лабораторна робота 3"
"m.ponomarenko@khpi.edu.ua","Основи програмування",76,1,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Основи програмування",66,1,"Екзамен"
"m.ponomarenko@khpi.edu.ua","Вища математика",67,1,"Модульний контроль 2"
"m.ponomarenko@khpi.edu.ua","Вища математика",75,1,"Лабораторна робота 2"
"m.ponomarenko@khpi.edu.ua","Вища математика",80,1,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Вища математика",64,1,"Екзамен"
"m.ponomarenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",77,1,"Модульний контроль 2"
"m.ponomarenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",70,1,"Лабораторна робота 3"
"m.ponomarenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",76,1,"Лабораторна робота 1"
"m.ponomarenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",72,1,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Лінійна алгебра та аналітична геометрія",81,1,"Екзамен"
"m.ponomarenko@khpi.edu.ua","Англійська мова (1 семестр)",87,1,"Лабораторна робота 2"
"m.ponomarenko@khpi.edu.ua","Англійська мова (1 семестр)",88,1,"Модульний контроль 2"
"m.ponomarenko@khpi.edu.ua","Англійська мова (1 семестр)",79,1,"Модульний контроль 1"
"m.ponomarenko@khpi.edu.ua","Англійська мова (1 семестр)",80,1,"Залік"
"m.ponomarenko@khpi.edu.ua","Фізика",81,1,"Лабораторна робота 2"
"m.ponomarenko@khpi.edu.ua","Фізика",81,1,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Фізика",80,1,"Лабораторна робота 1"
"m.ponomarenko@khpi.edu.ua","Фізика",93,1,"Модульний контроль 1"
"m.ponomarenko@khpi.edu.ua","Фізика",74,1,"Лабораторна робота 3"
"m.ponomarenko@khpi.edu.ua","Фізика",80,1,"Екзамен"
"m.ponomarenko@khpi.edu.ua","Вступ до ІТ",72,1,"Лабораторна робота 3"
"m.ponomarenko@khpi.edu.ua","Вступ до ІТ",87,1,"Модульний контроль 2"
"m.ponomarenko@khpi.edu.ua","Вступ до ІТ",79,1,"Лабораторна робота 1"
"m.ponomarenko@khpi.edu.ua","Вступ до ІТ",79,1,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Вступ до ІТ",67,1,"Лабораторна робота 2"
"m.ponomarenko@khpi.edu.ua","Вступ до ІТ",68,1,"Залік"
"m.ponomarenko@khpi.edu.ua","Дискретна математика",82,2,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Дискретна математика",80,2,"Лабораторна робота 3"
"m.ponomarenko@khpi.edu.ua","Дискретна математика",65,2,"Лабораторна робота 1"
"m.ponomarenko@khpi.edu.ua","Дискретна математика",81,2,"Модульний контроль 1"
"m.ponomarenko@khpi.edu.ua","Дискретна математика",81,2,"Екзамен"
"m.ponomarenko@khpi.edu.ua","Архітектура комп'ютерів",63,2,"Модульний контроль 2"
"m.ponomarenko@khpi.edu.ua","Архітектура комп'ютерів",80,2,"Модульний контроль 1"
"m.ponomarenko@khpi.edu.ua","Архітектура комп'ютерів",75,2,"Лабораторна робота 1"
"m.ponomarenko@khpi.edu.ua","Архітектура комп'ютерів",71,2,"Лабораторна робота 2"
"m.ponomarenko@khpi.edu.ua","Архітектура комп'ютерів",73,2,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Архітектура комп'ютерів",63,2,"Екзамен"
"m.ponomarenko@khpi.edu.ua","Алгоритми та структури даних",82,2,"Лабораторна робота 3"
"m.ponomarenko@khpi.edu.ua","Алгоритми та структури даних",82,2,"Модульний контроль 1"
"m.ponomarenko@khpi.edu.ua","Алгоритми та структури даних",80,2,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Алгоритми та структури даних",80,2,"Лабораторна робота 2"
"m.ponomarenko@khpi.edu.ua","Алгоритми та структури даних",70,2,"Екзамен"
"m.ponomarenko@khpi.edu.ua","Англійська мова (2 семестр)",71,2,"Модульний контроль 2"
"m.ponomarenko@khpi.edu.ua","Англійська мова (2 семестр)",73,2,"Лабораторна робота 3"
"m.ponomarenko@khpi.edu.ua","Англійська мова (2 семестр)",66,2,"Лабораторна робота 2"
"m.ponomarenko@khpi.edu.ua","Англійська мова (2 семестр)",84,2,"Лабораторна робота 1"
"m.ponomarenko@khpi.edu.ua","Англійська мова (2 семестр)",73,2,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Англійська мова (2 семестр)",71,2,"Залік"
"m.ponomarenko@khpi.edu.ua","Бази даних",68,3,"Лабораторна робота 3"
"m.ponomarenko@khpi.edu.ua","Бази даних",65,3,"Модульний контроль 2"
"m.ponomarenko@khpi.edu.ua","Бази даних",74,3,"Лабораторна робота 1"
"m.ponomarenko@khpi.edu.ua","Бази даних",68,3,"Лабораторна робота 2"
"m.ponomarenko@khpi.edu.ua","Бази даних",70,3,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Бази даних",62,3,"Екзамен"
"m.ponomarenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",78,3,"Лабораторна робота 1"
"m.ponomarenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",77,3,"Модульний контроль 2"
"m.ponomarenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",77,3,"Лабораторна робота 3"
"m.ponomarenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",64,3,"Модульний контроль 1"
"m.ponomarenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",73,3,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Об'єктно-орієнтоване програмування",78,3,"Екзамен"
"m.ponomarenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",84,3,"Модульний контроль 1"
"m.ponomarenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",73,3,"Лабораторна робота 2"
"m.ponomarenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",76,3,"Лабораторна робота 3"
"m.ponomarenko@khpi.edu.ua","Теорія ймовірностей та математична статистика",85,3,"Екзамен"
"m.ponomarenko@khpi.edu.ua","Операційні системи",88,3,"Лабораторна робота 1"
"m.ponomarenko@khpi.edu.ua","Операційні системи",91,3,"Модульний контроль 1"
"m.ponomarenko@khpi.edu.ua","Операційні системи",85,3,"Лабораторна робота 4"
"m.ponomarenko@khpi.edu.ua","Операційні системи",88,3,"Лабораторна робота 2"
"m.ponomarenko@khpi.edu.ua","Операційні системи",83,3,"Лабораторна робота 3"
"m.ponomarenko@khpi.edu.ua","Операційні системи",90,3,"Екзамен"
"l.hrytsenko@khpi.edu.ua","Основи програмування",74,1,"Лабораторна робота 1"
"l.hrytsenko@khpi.edu.ua","Основи програмування",65,1,"Лабораторна робота 2"
"l.hrytsenko@khpi.edu.ua","Основи програмування",75,1,"Модульний контроль 2"
"l.hrytsenko@khpi.edu.ua","Основи програмування",71,1,"Лабораторна робота 3"
"l.hrytsenko@khpi.edu.ua","Основи програмування",69,1,"Лабораторна робота 4"
